oa,epoch,time,trainAcc,testAcc,trainErr,testErr
GA,55,1.6819537000000029,100.0,100.0,1.935901540267304e-08,9.095897670485925e-10
GA,56,1.7127465000000033,100.0,100.0,2.1714867590886085e-08,8.7315851626619e-10
GA,57,1.7429650000000034,100.0,100.0,2.1349852071765722e-08,8.696177027800918e-10
GA,58,1.7741381000000036,100.0,100.0,2.5793829389508085e-08,1.2822561802763232e-09
GA,59,1.805900000000003,100.0,100.0,2.2826743704062406e-08,1.4475320319959244e-09
GA,60,1.8372408000000018,100.0,100.0,2.5281411621016676e-08,1.2413300807618855e-09
GA,61,1.8686657000000029,100.0,100.0,2.4198885288952992e-08,1.0515089729650696e-09
GA,62,1.9003612000000043,100.0,100.0,1.800752010203538e-08,8.870791700935659e-10
GA,63,1.9321849000000046,100.0,100.0,2.0783721132520518e-08,9.856776020747548e-10
GA,64,1.9620438000000053,100.0,100.0,1.7946466712752593e-08,8.603821795799167e-10
GA,65,1.9938748000000057,100.0,100.0,2.4203238784646722e-08,1.0515089729650696e-09
GA,66,2.0246486000000044,100.0,100.0,2.2478663837462627e-08,1.3089918802047888e-09
GA,67,2.055676200000006,100.0,100.0,1.8816222899200488e-08,1.0307559289198627e-09
GA,68,2.0873286000000046,100.0,100.0,1.6805868153565203e-08,8.086490006917099e-10
GA,69,2.1186226000000072,100.0,100.0,2.0647896388822193e-08,1.0415553583560653e-09
GA,70,2.1489535000000064,100.0,100.0,1.922454364646807e-08,9.39562901184141e-10
GA,71,2.1803749000000057,100.0,100.0,1.3686038360712292e-08,4.556948670020201e-10
GA,72,2.2115115000000056,100.0,100.0,1.583137070197775e-08,7.247988330917019e-10
GA,73,2.2423463000000066,100.0,100.0,1.6556532826848824e-08,8.277252807899036e-10
GA,74,2.2741299000000073,100.0,100.0,1.2088738307110804e-08,4.307068754600543e-10
GA,75,2.306281900000007,100.0,100.0,1.637575085725026e-08,7.558549900172898e-10
GA,76,2.3375025000000083,100.0,100.0,1.550700503198887e-08,7.178405587966865e-10
GA,77,2.3696528000000097,100.0,100.0,1.564058109745223e-08,6.890744447750904e-10
GA,78,2.400335400000012,100.0,100.0,1.4876466450589711e-08,9.063214885204479e-10
GA,79,2.431569500000011,100.0,100.0,1.0186578272159051e-08,2.8455971365972755e-10
GA,80,2.462227900000011,100.0,100.0,1.6414636984603428e-08,8.321424434276545e-10
GA,81,2.4937353000000098,100.0,100.0,1.4434106013393925e-08,6.011377327973463e-10
GA,82,2.525369200000009,100.0,100.0,9.5553548703365e-09,3.2612170404233796e-10
GA,83,2.5571167000000106,100.0,100.0,6.1112992816411585e-09,2.394297350980078e-10
GA,84,2.587700200000013,100.0,100.0,6.776374968494434e-09,2.713705063952269e-10
GA,85,2.6193853000000136,100.0,100.0,5.450000882445919e-09,2.3825907969709494e-10
GA,86,2.6502705000000137,100.0,100.0,4.976506999805829e-09,1.5831145006713508e-10
GA,87,2.681459500000015,100.0,100.0,6.085286929299367e-09,2.3922615503641554e-10
GA,88,2.713679500000014,100.0,100.0,5.375861398082831e-09,1.901975645257587e-10
GA,89,2.7460136000000137,100.0,100.0,4.399301338122891e-09,1.411155062713985e-10
GA,90,2.7788349000000157,100.0,100.0,5.883699817620215e-09,2.1641358107842967e-10
GA,91,2.8099838000000172,100.0,100.0,4.317557961924418e-09,1.6658708734232748e-10
GA,92,2.8420596000000184,100.0,100.0,5.665588823674537e-09,2.1336116186950524e-10
GA,93,2.87441330000002,100.0,100.0,4.277488655768741e-09,1.3249041095460413e-10
GA,94,2.906452300000021,100.0,100.0,6.828090748462764e-09,2.0319764802549776e-10
GA,95,2.9387929000000224,100.0,100.0,4.053797722269969e-09,1.0934009446625333e-10
GA,96,2.9725096000000217,100.0,100.0,5.862927063063498e-09,2.416010971911192e-10
GA,97,3.0057025000000213,100.0,100.0,3.9141388249876555e-09,1.0630037039227861e-10
GA,98,3.0393416000000197,100.0,100.0,5.247778890945545e-09,2.0199729823574118e-10
GA,99,3.0728545000000214,100.0,100.0,3.6794555265462213e-09,1.1004478120651444e-10
GA,100,3.106987800000022,100.0,100.0,4.057732249644796e-09,1.0926294507733553e-10
GA,101,3.1376817000000212,100.0,100.0,4.0607276505321244e-09,1.0210646828063042e-10
GA,102,3.17042340000002,100.0,100.0,3.60016117927742e-09,1.0988649237727776e-10
GA,103,3.203056200000022,100.0,100.0,3.338893643300214e-09,1.0046330769114486e-10
GA,104,3.235271300000024,100.0,100.0,2.377802750267286e-09,7.254598007813857e-11
GA,105,3.2680164000000236,100.0,100.0,3.5017976652745564e-09,1.1285392877871964e-10
GA,106,3.29984920000002,100.0,100.0,5.493679512963364e-09,2.221580729542534e-10
GA,107,3.3334579000000186,100.0,100.0,4.146976876969438e-09,1.4435495444374924e-10
GA,108,3.3667735000000167,100.0,100.0,2.538292835502092e-09,7.600073261504705e-11
GA,109,3.399993300000018,100.0,100.0,2.228044597964018e-09,6.684925486566428e-11
GA,110,3.433575000000017,100.0,100.0,2.2653565871367487e-09,6.510588887506758e-11
GA,111,3.4663288000000154,100.0,100.0,2.2653565871367487e-09,6.510588887506758e-11
GA,112,3.4981290000000147,100.0,100.0,2.1761793751747316e-09,6.426524713227416e-11
GA,113,3.5312456000000143,100.0,100.0,2.2351545507043735e-09,7.645480729904437e-11
GA,114,3.564453900000016,100.0,100.0,2.277940863810496e-09,7.692534037851336e-11
GA,115,3.596281500000016,100.0,100.0,1.7839547123446862e-09,5.2187369746556516e-11
GA,116,3.6279664000000142,100.0,100.0,2.4679817734784816e-09,7.112033390223419e-11
GA,117,3.6602443000000147,100.0,100.0,1.058317460989344e-09,2.7712324920198363e-11
GA,118,3.6925294000000175,100.0,100.0,1.797237096208603e-09,4.994602291648175e-11
GA,119,3.725958600000018,100.0,100.0,1.5422542512447232e-09,4.546337412753489e-11
GA,120,3.756562700000016,100.0,100.0,1.5636814008401867e-09,4.3749066500718346e-11
GA,121,3.788705600000016,100.0,100.0,1.6207798966646831e-09,5.0426173651474165e-11
GA,122,3.821854400000019,100.0,100.0,1.1243718300507159e-09,3.028539685586497e-11
GA,123,3.8536011000000183,100.0,100.0,1.5918781744671376e-09,4.601449650032598e-11
GA,124,3.8846774000000206,100.0,100.0,6.978750875225483e-10,1.9465817403730088e-11
GA,125,3.918205800000022,100.0,100.0,7.22737012657599e-10,1.9757124635518104e-11
GA,126,3.94970490000002,100.0,100.0,1.1481082295615586e-09,3.1915737861362074e-11
GA,127,3.9810181000000195,100.0,100.0,9.004182288188822e-10,2.382877038438575e-11
GA,128,4.01191490000002,100.0,100.0,1.0446235446487628e-09,2.7438623302773586e-11
GA,129,4.04327130000002,100.0,100.0,1.0547502072333187e-09,2.7814658371206353e-11
GA,130,4.075484600000019,100.0,100.0,7.476802308717635e-10,1.9453994357092407e-11
GA,131,4.10690800000002,100.0,100.0,5.720032431511815e-10,1.6381222041330526e-11
GA,132,4.138424100000018,100.0,100.0,5.748757967758185e-10,1.6987392607550522e-11
GA,133,4.168621400000019,100.0,100.0,8.800226565380274e-10,2.2740547610886136e-11
GA,134,4.200424100000019,100.0,100.0,5.596932695432445e-10,1.5791062387814632e-11
GA,135,4.229625900000018,100.0,100.0,5.484714059454161e-10,1.6442126096217157e-11
GA,136,4.261638200000016,100.0,100.0,5.461474866036733e-10,1.529148615955153e-11
GA,137,4.293326500000015,100.0,100.0,4.889040962380997e-10,1.5417521900053086e-11
GA,138,4.325787900000014,100.0,100.0,5.595505709582549e-10,1.6701346417340568e-11
GA,139,4.3575323000000115,100.0,100.0,4.69240832165593e-10,1.4423926716913962e-11
GA,140,4.388331100000011,100.0,100.0,6.049333883141052e-10,1.7546800663057233e-11
GA,141,4.4204316000000095,100.0,100.0,5.343335884997072e-10,1.494367618758351e-11
GA,142,4.45221460000001,100.0,100.0,5.702303046065244e-10,1.8033756441176287e-11
GA,143,4.484285800000011,100.0,100.0,4.982036173105983e-10,1.6106356453347482e-11
GA,144,4.515841200000009,100.0,100.0,3.4350209733714157e-10,9.559212753511038e-12
GA,145,4.546282900000007,100.0,100.0,4.985838001178766e-10,1.3631132657797843e-11
GA,146,4.577217300000006,100.0,100.0,3.8615312416069527e-10,1.1583088120658701e-11
GA,147,4.6092779000000075,100.0,100.0,2.765286503078854e-10,9.123506826845782e-12
GA,148,4.640660200000008,100.0,100.0,4.3618965130141423e-10,1.4670425335313e-11
GA,149,4.673522300000007,100.0,100.0,3.813258832164917e-10,1.0751754026060701e-11
GA,150,4.704599200000006,100.0,100.0,3.474896392431781e-10,9.604229639656567e-12
GA,151,4.740669400000007,100.0,100.0,3.715994022354064e-10,1.1567815648968888e-11
GA,152,4.772069300000007,100.0,100.0,3.0173095828389237e-10,9.37360917852811e-12
GA,153,4.80436140000001,100.0,100.0,2.644183667396913e-10,9.066198509420025e-12
GA,154,4.836344900000009,100.0,100.0,2.7038286233558977e-10,8.92995178281823e-12
GA,155,4.869731100000012,100.0,100.0,3.784593850669578e-10,1.1337265258178016e-11
GA,156,4.9022486000000125,100.0,100.0,3.51565406317451e-10,1.0210015503206774e-11
GA,157,4.93466490000001,100.0,100.0,1.09946847995445e-10,3.0116058316044903e-12
GA,158,4.965726000000009,100.0,100.0,2.567504662304178e-10,8.65098854535226e-12
GA,159,4.99696240000001,100.0,100.0,2.8416563380402567e-10,9.24534661457324e-12
GA,160,5.0287089000000105,100.0,100.0,3.3664277134127525e-10,1.0196728343289904e-11
GA,161,5.06098340000001,100.0,100.0,2.784108431463771e-10,9.697829294977187e-12
GA,162,5.0933012000000115,100.0,100.0,2.628349928482361e-10,9.946857712404094e-12
GA,163,5.124507100000011,100.0,100.0,1.6180898088638052e-10,6.3734703795542534e-12
GA,164,5.155255400000014,100.0,100.0,2.499462060761581e-10,1.3243297002731476e-11
GA,165,5.188670000000014,100.0,100.0,1.8512028656395672e-10,7.587841217496976e-12
GA,166,5.221250600000014,100.0,100.0,9.057542166255644e-11,2.35527825173229e-12
GA,167,5.252490000000014,100.0,100.0,1.916015357044838e-10,7.566663567830861e-12
GA,168,5.2853705000000115,100.0,100.0,1.8768779527019457e-10,7.497296394228573e-12
GA,169,5.317559700000013,100.0,100.0,9.012199215411964e-11,2.3802413603323138e-12
GA,170,5.350569200000015,100.0,100.0,1.0994720902623793e-10,2.9827838145473343e-12
GA,171,5.383734500000015,100.0,100.0,9.11204652657845e-11,2.489142009299138e-12
GA,172,5.416337000000015,100.0,100.0,9.428708267862215e-11,2.842201712036532e-12
GA,173,5.447874000000015,100.0,100.0,9.009749179558212e-11,2.3798511572546434e-12
GA,174,5.480304500000015,100.0,100.0,9.710121469528539e-11,2.5727099827873237e-12
GA,175,5.512277600000013,100.0,100.0,8.978165827911425e-11,2.3354288768489147e-12
GA,176,5.544413500000013,100.0,100.0,9.384108215676701e-11,2.456833636729443e-12
GA,177,5.574953800000015,100.0,100.0,4.718609018918713e-11,1.1438515743090032e-12
GA,178,5.605626200000016,100.0,100.0,9.010775643593032e-11,2.358115724243458e-12
GA,179,5.638244300000016,100.0,100.0,8.819525046922523e-11,2.5533880148013424e-12
GA,180,5.671671700000013,100.0,100.0,7.964876032557127e-11,2.044045386382128e-12
GA,181,5.704665200000013,100.0,100.0,9.036309072619588e-11,2.8406074374226514e-12
GA,182,5.737960600000013,100.0,100.0,4.415407057473571e-11,1.1426804507904973e-12
GA,183,5.769155500000016,100.0,100.0,4.37544925028127e-11,1.0394706608496886e-12
GA,184,5.800612400000018,100.0,100.0,5.143081311601004e-11,1.2433888431912027e-12
GA,185,5.831524300000021,100.0,100.0,4.291981264565108e-11,9.568263938365787e-13
GA,186,5.863537800000023,100.0,100.0,4.3606623195527183e-11,1.0005603598882805e-12
GA,187,5.894947600000021,100.0,100.0,4.4407632186942115e-11,1.0088628201477242e-12
GA,188,5.926919400000022,100.0,100.0,9.823899112911372e-11,2.8301959610816994e-12
GA,189,5.957934900000021,100.0,100.0,4.2927247645404676e-11,9.949892834806773e-13
GA,190,5.989538800000021,100.0,100.0,4.460603845116799e-11,1.1771381586546655e-12
GA,191,6.020041800000021,100.0,100.0,4.274134930829394e-11,1.0231148161741077e-12
GA,192,6.050718300000023,100.0,100.0,3.634248553286075e-11,8.909418754801819e-13
GA,193,6.0816210000000215,100.0,100.0,4.305514950787567e-11,1.0936330338992099e-12
GA,194,6.112368800000022,100.0,100.0,4.213158451025192e-11,9.84021528855425e-13
GA,195,6.14325140000002,100.0,100.0,2.610828583198137e-11,6.445066350956939e-13
GA,196,6.173631100000021,100.0,100.0,4.2860998216539634e-11,1.2204374454991162e-12
GA,197,6.20338830000002,100.0,100.0,2.5568964343144586e-11,5.651624425915213e-13
GA,198,6.23537860000002,100.0,100.0,2.812226072492682e-11,6.245026509987353e-13
GA,199,6.26732570000002,100.0,100.0,2.8157329643932434e-11,6.15212469420877e-13
GA,200,6.296820500000019,100.0,100.0,2.9393732383224e-11,6.721068328302143e-13
GA,201,6.328642100000019,100.0,100.0,2.8170269680166434e-11,6.090282069965351e-13
GA,202,6.359713500000018,100.0,100.0,2.797633337190178e-11,6.644653703232815e-13
GA,203,6.391201600000018,100.0,100.0,2.83328383975314e-11,6.429506753890462e-13
GA,204,6.422886700000015,100.0,100.0,2.418570932134589e-11,5.46345897427985e-13
GA,205,6.454862700000012,100.0,100.0,2.681648998788502e-11,5.798331058926376e-13
GA,206,6.48677130000001,100.0,100.0,1.65252256513519e-11,4.251128673680238e-13
GA,207,6.51754370000001,100.0,100.0,2.9014179977813443e-11,6.999454628862314e-13
GA,208,6.549784100000009,100.0,100.0,2.8500029646158742e-11,6.563545028846962e-13
GA,209,6.580902000000011,100.0,100.0,2.301215621733987e-11,5.875112220260582e-13
GA,210,6.611484700000011,100.0,100.0,2.8426385824145295e-11,6.960602128547484e-13
GA,211,6.643276000000013,100.0,100.0,1.7579557840061652e-11,4.2978170615610903e-13
GA,212,6.6739865000000105,100.0,100.0,2.033996721205706e-11,5.110446021661878e-13
GA,213,6.708804900000009,100.0,100.0,2.0132815151170044e-11,5.458034693778402e-13
GA,214,6.74166650000001,100.0,100.0,1.9620658152471046e-11,5.274250390116116e-13
GA,215,6.774044300000012,100.0,100.0,2.0132727471594935e-11,5.458030032717517e-13
GA,216,6.8072707000000126,100.0,100.0,2.046961806766839e-11,5.888564928640165e-13
GA,217,6.839602100000013,100.0,100.0,1.3988431699634261e-11,4.2775505013150633e-13
GA,218,6.872422700000014,100.0,100.0,1.0453720323544863e-11,3.3694880370465465e-13
GA,219,6.904044300000015,100.0,100.0,1.2877402488704086e-11,4.209504007446792e-13
GA,220,6.936945400000015,100.0,100.0,1.2039421108670861e-11,3.9040133194293587e-13
GA,221,6.968869000000014,100.0,100.0,1.3798567678734964e-11,4.047372106274165e-13
GA,222,7.001803700000012,100.0,100.0,7.092063327443594e-12,2.644279942833434e-13
GA,223,7.033788100000011,100.0,100.0,7.102581367481091e-12,2.637778678525902e-13
GA,224,7.066470900000011,100.0,100.0,7.109302223117505e-12,2.666993647195682e-13
GA,225,7.098664300000012,100.0,100.0,1.1948708823108398e-11,3.912059900554843e-13
GA,226,7.131466700000013,100.0,100.0,6.43022632235338e-12,2.244112090782493e-13
GA,227,7.164086200000012,100.0,100.0,8.864760558265944e-12,3.1512051617951597e-13
GA,228,7.196841800000014,100.0,100.0,9.121072567692339e-12,3.4126336288095527e-13
GA,229,7.228430100000013,100.0,100.0,9.221659185455549e-12,2.7482399167387094e-13
GA,230,7.261113600000014,100.0,100.0,7.095550396996529e-12,2.589828254411441e-13
GA,231,7.294462300000015,100.0,100.0,7.583394540213164e-12,2.7891693310906963e-13
GA,232,7.326325300000013,100.0,100.0,6.9821675446545025e-12,2.397047957978134e-13
GA,233,7.36005090000001,100.0,100.0,7.35334206513591e-12,2.91974749678365e-13
GA,234,7.3933738000000115,100.0,100.0,7.262962302116524e-12,2.6666254872539455e-13
GA,235,7.425786200000013,100.0,100.0,6.787173623974705e-12,2.705694838258098e-13
GA,236,7.457067200000013,100.0,100.0,6.655462442645662e-12,2.2797000279829853e-13
GA,237,7.489117600000013,100.0,100.0,6.096861648739014e-12,2.3166187363512197e-13
GA,238,7.521481500000013,100.0,100.0,6.160244988988173e-12,2.3639294176639216e-13
GA,239,7.5539204000000115,100.0,100.0,6.102073212858381e-12,2.330850602981211e-13
GA,240,7.5866885000000135,100.0,100.0,5.912962336700708e-12,2.0363584645817895e-13
GA,241,7.6204050000000105,100.0,100.0,5.9789280362835545e-12,1.9515615058072393e-13
GA,242,7.654029100000011,100.0,100.0,6.332960020074376e-12,2.437413272766202e-13
GA,243,7.684988800000012,100.0,100.0,5.479514968819359e-12,2.0565736656319725e-13
GA,244,7.71758910000001,100.0,100.0,6.657446526951646e-12,2.2708242004351778e-13
GA,245,7.748695500000009,100.0,100.0,5.990066874962121e-12,2.1484345517426443e-13
GA,246,7.779112000000007,100.0,100.0,5.911220380881385e-12,2.0267104991180299e-13
GA,247,7.810265500000005,100.0,100.0,6.317795402056691e-12,2.7265339420009146e-13
GA,248,7.840433000000006,100.0,100.0,6.217965585862214e-12,2.391041503194167e-13
GA,249,7.871247400000007,100.0,100.0,6.155719859065303e-12,2.4301154008018885e-13
GA,250,7.901337500000009,100.0,100.0,5.89677138884875e-12,2.307596645698388e-13
GA,251,7.93308040000001,100.0,100.0,6.594720296701765e-12,2.4746966354312293e-13
GA,252,7.96395860000001,100.0,100.0,6.172678594904125e-12,2.1258228408206923e-13
GA,253,7.994923900000012,100.0,100.0,5.6770460562847164e-12,1.949904673224485e-13
GA,254,8.025346300000011,100.0,100.0,6.017541359155536e-12,2.5070083074328357e-13
GA,255,8.053719800000012,100.0,100.0,7.130981639080287e-12,2.6942929230866766e-13
GA,256,8.083685200000014,100.0,100.0,3.706040777252177e-12,1.415455412133343e-13
GA,257,8.114318100000014,100.0,100.0,3.4460183357250442e-12,1.1659440956002293e-13
GA,258,8.143845000000011,100.0,100.0,5.778913159687115e-12,1.9530707359819488e-13
GA,259,8.174541500000009,100.0,100.0,5.472760254564726e-12,1.6982750434507703e-13
GA,260,8.204627400000009,100.0,100.0,5.669491278090752e-12,1.9526275229950764e-13
GA,261,8.234690500000008,100.0,100.0,5.981894878315552e-12,2.126455092784385e-13
GA,262,8.264798800000007,100.0,100.0,3.616801665031589e-12,8.455881221257442e-14
GA,263,8.294434800000007,100.0,100.0,5.571763797564565e-12,1.6021869023356151e-13
GA,264,8.324796200000007,100.0,100.0,2.15816020761255e-12,5.94299103536435e-14
GA,265,8.355717200000006,100.0,100.0,2.2102725121582022e-12,6.62526770620803e-14
GA,266,8.386556100000009,100.0,100.0,2.2771933198286193e-12,6.18772188786451e-14
GA,267,8.41688530000001,100.0,100.0,3.344010180584404e-12,9.39341593170761e-14
GA,268,8.44805330000001,100.0,100.0,1.5853852710315809e-12,7.000080328904393e-14
GA,269,8.478924300000008,100.0,100.0,2.2306513141455905e-12,6.631536835264168e-14
GA,270,8.509821800000006,100.0,100.0,1.4669873647700478e-12,4.402769558923673e-14
GA,271,8.540167800000008,100.0,100.0,2.6732296090827473e-12,8.214116449879967e-14
GA,272,8.570142500000008,100.0,100.0,9.910421854348148e-13,2.5037354099802952e-14
GA,273,8.601016000000007,100.0,100.0,1.9089845799935896e-12,6.330385784789886e-14
GA,274,8.631029600000007,100.0,100.0,9.850158820362027e-13,2.3557923686986598e-14
GA,275,8.663362800000007,100.0,100.0,9.683708469121755e-13,2.0958810831742257e-14
GA,276,8.69515140000001,100.0,100.0,8.052465114983059e-13,3.1628302687588725e-14
GA,277,8.726044300000007,100.0,100.0,7.210964614023253e-13,2.511569291892547e-14
GA,278,8.757041800000005,100.0,100.0,7.960076221414073e-13,3.037044681283834e-14
GA,279,8.789995600000006,100.0,100.0,7.113061272592417e-13,1.8708842048756927e-14
GA,280,8.820943300000005,100.0,100.0,5.317841019494412e-13,1.2715640604098804e-14
GA,281,8.850908100000007,100.0,100.0,8.044518376426991e-13,2.2108433681369934e-14
GA,282,8.882484300000007,100.0,100.0,6.687082402836637e-13,1.9938921416032392e-14
GA,283,8.914931000000008,100.0,100.0,8.048739617046087e-13,3.1752919435876424e-14
GA,284,8.947064900000006,100.0,100.0,7.235976425909744e-13,2.0500477837863446e-14
GA,285,8.978348600000006,100.0,100.0,7.143283539489452e-13,2.088312362708892e-14
GA,286,9.009182300000004,100.0,100.0,5.833852455993853e-13,1.0930633635921375e-14
GA,287,9.039775900000008,100.0,100.0,6.609098391304888e-13,1.5162013588678198e-14
GA,288,9.071981200000009,100.0,100.0,5.821722190467616e-13,1.0432200340360417e-14
GA,289,9.102367400000007,100.0,100.0,6.523727965481771e-13,1.9280422950891e-14
GA,290,9.134252000000009,100.0,100.0,7.483502528423467e-13,2.0493386518272854e-14
GA,291,9.164143000000008,100.0,100.0,7.901141644454763e-13,2.968624725055833e-14
GA,292,9.19566340000001,100.0,100.0,5.097357227290935e-13,1.8831191511708495e-14
GA,293,9.22675530000001,100.0,100.0,6.116979351779119e-13,1.5918817793434817e-14
GA,294,9.257995400000008,100.0,100.0,6.990894645395895e-13,2.0300361431544825e-14
GA,295,9.288136700000008,100.0,100.0,7.785628792978023e-13,2.145893975001694e-14
GA,296,9.319637400000007,100.0,100.0,4.0540119081841203e-13,1.0946776652797775e-14
GA,297,9.352629900000005,100.0,100.0,3.091588329408275e-13,5.330272501029916e-15
GA,298,9.382348800000008,100.0,100.0,5.148955800765076e-13,9.404579845157361e-15
GA,299,9.412990700000007,100.0,100.0,5.557440956512058e-13,1.6771074863104038e-14
GA,300,9.445262100000006,100.0,100.0,4.508947163800033e-13,9.628137108320308e-15
GA,301,9.477356600000006,100.0,100.0,3.6640590093000375e-13,7.040293798596484e-15
GA,302,9.509640300000003,100.0,100.0,4.322358690021438e-13,7.948055026927314e-15
GA,303,9.540777800000003,100.0,100.0,3.1915268795742527e-13,9.368467440949909e-15
GA,304,9.573022200000002,100.0,100.0,3.238730041957694e-13,5.369352011919301e-15
GA,305,9.607105100000004,100.0,100.0,4.670212973138966e-13,9.177079659666025e-15
GA,306,9.638312700000002,100.0,100.0,4.1705192190779437e-13,1.1852019993125706e-14
GA,307,9.668763800000002,100.0,100.0,3.5249607648341617e-13,1.0532117386890071e-14
GA,308,9.700478700000003,100.0,100.0,3.4208745850784735e-13,7.11149709650904e-15
GA,309,9.733484400000004,100.0,100.0,2.9662954098239555e-13,7.782364879718504e-15
GA,310,9.765026800000003,100.0,100.0,2.0812486097551237e-13,3.1218503581816393e-15
GA,311,9.796350100000003,100.0,100.0,2.382019863453995e-13,4.2894411559520844e-15
GA,312,9.828224700000005,100.0,100.0,2.2081710989373757e-13,4.208122756806506e-15
GA,313,9.860725900000007,100.0,100.0,2.951908491078113e-13,4.6584581394327655e-15
GA,314,9.893432200000005,100.0,100.0,2.8331836892599425e-13,5.027240235927574e-15
GA,315,9.926493700000004,100.0,100.0,2.880885286198998e-13,4.967232597301931e-15
