oa,epoch,time,trainAcc,testAcc,trainErr,testErr
RHC,0,0.0008346000000001297,0.0,0.0,31.814676733587845,7.930438554765341
RHC,1,0.001703200000000571,0.0,0.0,32.47034490123687,8.06487305565512
RHC,2,0.002477400000000074,0.0,0.0,30.387074935560896,7.596183392690923
RHC,3,0.00337019999999999,0.0,0.0,30.98619781963918,7.732135864350782
RHC,4,0.004133600000000293,0.0,0.0,30.671195500417184,7.670181257919413
RHC,5,0.00500659999999975,0.0,0.0,30.771921901805378,7.672343455429516
RHC,6,0.0058624999999992156,0.0,0.0,30.40600695932126,7.601985242544234
RHC,7,0.006615399999999383,0.0,0.0,30.48226504751839,7.612821845477566
RHC,8,0.007428499999999616,0.0,0.0,30.343602259740845,7.58568564740553
RHC,9,0.008267099999999417,0.0,0.0,30.386050761651198,7.597259275804363
RHC,10,0.009106699999999357,0.0,0.0,30.114786690606916,7.54559306635901
RHC,11,0.009970799999998725,0.0,0.0,29.477136406938516,7.382454169889357
RHC,12,0.010746599999999162,0.0,0.0,29.31568424217019,7.339164573348784
RHC,13,0.01143869999999847,0.0,0.0,29.50791736727646,7.3853057038672
RHC,14,0.012307599999997976,0.0,0.0,29.277183424656865,7.329996055308033
RHC,15,0.013359999999997818,0.0,0.0,29.271919185274133,7.329996055308033
RHC,16,0.014126399999997652,0.0,0.0,28.484943581570032,7.133296019284243
RHC,17,0.014990399999997628,0.0,0.0,28.279786157142713,7.0649169178136475
RHC,18,0.015803799999997814,0.0,0.0,28.643249709140346,7.172139476060788
RHC,19,0.016589499999997592,0.0,0.0,30.582912889676066,7.779910010418545
RHC,20,0.017433899999996783,0.0,0.0,28.286454483311168,7.066573361356875
RHC,21,0.018268699999996585,0.0,0.0,26.91013310743862,6.674180499431267
RHC,22,0.01909399999999639,0.0,0.0,27.316533729736005,6.783636805688619
RHC,23,0.019925599999996102,0.0,0.0,27.41298342884189,6.807179109287571
RHC,24,0.020743699999996146,0.0,0.0,27.200080643999637,6.748906330972745
RHC,25,0.021599299999995658,0.0,0.0,26.501422992609477,6.567238964152652
RHC,26,0.022439699999996066,0.0,0.0,26.50989684697053,6.570735823145939
RHC,27,0.0233045999999959,0.0,0.0,26.501422992609477,6.567238964152652
RHC,28,0.024139799999995937,0.0,0.0,26.713110917540345,6.616800555748676
RHC,29,0.025069499999995415,0.0,0.0,26.83631843004407,6.678215611870179
RHC,30,0.02589889999999606,0.0,0.0,26.5317667439789,6.575906882369331
RHC,31,0.026713799999996013,0.0,0.0,26.49976545203489,6.567238964152652
RHC,32,0.027533399999995822,0.0,0.0,26.499711512709883,6.567238964152652
RHC,33,0.028349299999995026,0.0,0.0,26.01195164650344,6.431885210915195
RHC,34,0.02918219999999483,0.0,0.0,25.989067348103383,6.425460233081989
RHC,35,0.030002599999994217,0.0,0.0,28.12970852804485,6.894293960504501
RHC,36,0.030958499999994338,0.0,0.0,26.030906945337104,6.425460233081989
RHC,37,0.0317814999999948,0.0,0.0,27.08825616441869,6.715028338815602
RHC,38,0.032657199999994724,0.0,0.0,24.189830488246724,6.05323797471063
RHC,39,0.03348379999999462,0.0,0.0,24.190579760197092,6.053432682613036
RHC,40,0.03435149999999432,0.0,0.0,23.485385214553713,5.851393390330689
RHC,41,0.0350013999999943,0.0,0.0,23.397804135643764,5.8355579765427565
RHC,42,0.0356126999999935,0.0,0.0,23.61743801903955,5.8918342271011905
RHC,43,0.03636269999999353,0.0,0.0,23.397804135643764,5.8355579765427565
RHC,44,0.03700029999999366,0.0,0.0,23.32227143299957,5.816266524434459
RHC,45,0.03763959999999322,0.0,0.0,23.32630078342317,5.816266524434459
RHC,46,0.038396899999993295,0.0,0.0,23.270218943245602,5.80050759130043
RHC,47,0.03902639999999291,0.0,0.0,23.161762910811696,5.772188260072665
RHC,48,0.03966729999999341,0.0,0.0,23.153139862342023,5.772188260072665
RHC,49,0.04028019999999355,0.0,0.0,23.05321605769858,5.750471737204199
RHC,50,0.04091429999999363,0.0,0.0,22.881508478765966,5.711024377896398
RHC,51,0.04153029999999447,0.0,0.0,22.881508478765966,5.711024377896398
RHC,52,0.042272999999994454,0.0,0.0,22.874677727977286,5.711024377896398
RHC,53,0.04288439999999483,0.0,0.0,22.839483173591148,5.700678888157829
RHC,54,0.043651299999994286,0.0,0.0,21.541738393035892,5.393466886177087
RHC,55,0.04430139999999483,0.0,0.0,21.53780603698384,5.39309907069674
RHC,56,0.04491289999999459,0.0,0.0,22.48440167328292,5.651278441859601
RHC,57,0.04552199999999473,0.0,0.0,21.59751755087861,5.40794080496831
RHC,58,0.046128099999994454,0.0,0.0,21.54093985192574,5.394421635552581
RHC,59,0.04675189999999496,0.0,0.0,21.46285986383654,5.382344017532027
RHC,60,0.04736199999999524,0.0,0.0,22.83283978008502,5.737282717683263
RHC,61,0.04813699999999521,0.0,0.0,21.319347243628755,5.342227668656576
RHC,62,0.048845999999995726,0.0,0.0,21.097379872919074,5.290522153249634
RHC,63,0.04947909999999567,0.0,0.0,20.802066670333797,5.212882382005622
RHC,64,0.050105699999996034,0.0,0.0,20.87837497985757,5.233154087172
RHC,65,0.05080269999999576,0.0,0.0,20.433069569621022,5.115758894636849
RHC,66,0.05143069999999561,0.0,0.0,20.507859571378262,5.133672896305719
RHC,67,0.052135499999995005,0.0,0.0,20.881638554274122,5.212116377525301
RHC,68,0.0527542999999957,0.0,0.0,21.890165417444294,5.472216034059308
RHC,69,0.053505799999995496,0.0,0.0,20.89182346299117,5.247266706343739
RHC,70,0.0541321999999953,0.0,0.0,19.992775836746752,5.037705373665834
RHC,71,0.054923599999995076,0.0,0.0,20.2296677901159,5.098228147690201
RHC,72,0.0556281999999948,0.0,0.0,19.992775836746752,5.037705373665834
RHC,73,0.056202999999994674,0.0,0.0,20.011868888511263,5.0427944680472905
RHC,74,0.056777499999995484,0.0,0.0,21.369653535404726,5.304386712327193
RHC,75,0.057355699999995124,0.0,0.0,20.099057312052235,5.069072065443259
RHC,76,0.05792919999999491,0.0,0.0,20.623313074399896,5.209939551995647
RHC,77,0.058511299999994826,0.0,0.0,20.00930862456026,5.0422645217174855
RHC,78,0.05908979999999442,0.0,0.0,21.042891507188777,5.258286862824736
RHC,79,0.05971999999999422,0.0,0.0,19.999775697370158,5.037705373665834
RHC,80,0.06030099999999461,0.0,0.0,20.065689508432616,5.04896149442674
RHC,81,0.06089719999999499,0.0,0.0,19.992775836746752,5.037705373665834
RHC,82,0.06147949999999547,0.0,0.0,19.992405498534115,5.037705373665834
RHC,83,0.062096999999995184,0.0,0.0,19.965493205363884,5.033478695801569
RHC,84,0.06268059999999576,0.0,0.0,20.08723006796452,5.063335452907141
