oa,epoch,time,trainAcc,testAcc,trainErr,testErr
SA,0,0.0004980000000003315,1.3888888888888888,0.0,4.417208341632761,0.842621807198902
SA,1,0.0010089000000004233,1.3888888888888888,0.0,4.40553387935908,0.8401002792016635
SA,2,0.0015049000000004753,0.6944444444444444,0.0,4.662921541578051,0.8878464710412611
SA,3,0.0019846999999995063,0.6944444444444444,0.0,4.578607975859752,0.8711210039391667
SA,4,0.002464199999998584,0.6944444444444444,0.0,4.579301875834573,0.8712536419263774
SA,5,0.0029447999999980823,1.3888888888888888,0.0,4.510332802526806,0.8577053097451306
SA,6,0.0034248999999988428,1.3888888888888888,0.0,4.510332802526806,0.8577053097451306
SA,7,0.003933299999998141,1.3888888888888888,0.0,4.403375740985499,0.8346569637567846
SA,8,0.004416599999997217,1.3888888888888888,0.0,4.0944184263701855,0.7711716435715817
SA,9,0.004916799999998389,1.3888888888888888,0.0,4.0944184263701855,0.7711716435715817
SA,10,0.005410199999998255,1.3888888888888888,0.0,4.215668312052091,0.7984669438039733
SA,11,0.005893099999997986,1.3888888888888888,0.0,4.331019163958069,0.8242695076839712
SA,12,0.0063718999999977655,1.3888888888888888,0.0,4.295611623796507,0.8163210921791453
SA,13,0.0068571999999988975,1.3888888888888888,0.0,4.295864757741402,0.8163335088812864
SA,14,0.007346000000000075,0.6944444444444444,0.0,4.612886174479723,0.8860938726341996
SA,15,0.007828200000000507,0.6944444444444444,0.0,4.668329903616474,0.8997614047873489
SA,16,0.008305599999999913,0.6944444444444444,0.0,4.669040775738671,0.8999625547833199
SA,17,0.008785800000000066,0.6944444444444444,0.0,4.573092366982204,0.8833514330150473
SA,18,0.009266900000000078,0.6944444444444444,0.0,4.530701405354645,0.873844114642853
SA,19,0.00974710000000023,0.6944444444444444,0.0,4.530701405354645,0.873844114642853
SA,20,0.010225500000000665,0.6944444444444444,0.0,4.456522177976199,0.8603351348386516
SA,21,0.01070269999999951,0.6944444444444444,0.0,4.317671811614229,0.8297317242675586
SA,22,0.011239199999998561,1.3888888888888888,0.0,4.277919093117767,0.8224760321315675
SA,23,0.011720399999999742,1.3888888888888888,0.0,4.277919093117767,0.8224760321315675
SA,24,0.012202000000000268,1.3888888888888888,0.0,4.223531706847812,0.815147299009778
SA,25,0.01268479999999883,1.3888888888888888,0.0,4.393836079151405,0.8429579034590081
SA,26,0.013163099999998096,1.3888888888888888,0.0,4.3940256223478436,0.8429579034590081
SA,27,0.013642099999998436,1.3888888888888888,0.0,4.3940256223478436,0.8429579034590081
SA,28,0.014126899999999054,1.3888888888888888,0.0,4.5901840593851695,0.913635352268159
SA,29,0.014605999999998787,1.3888888888888888,0.0,4.570178862355374,0.9110999494846205
SA,30,0.015086699999997677,1.3888888888888888,0.0,4.571631023641659,0.9114851761220951
SA,31,0.01556379999999713,1.3888888888888888,0.0,4.384908699856516,0.8768677691454995
SA,32,0.016042999999996255,1.3888888888888888,0.0,4.257805829895858,0.8539809692443416
SA,33,0.01652899999999491,1.3888888888888888,0.0,4.35059384236378,0.8730200077608784
SA,34,0.017007399999995343,1.3888888888888888,0.0,4.35059384236378,0.8730200077608784
SA,35,0.017495299999994884,1.3888888888888888,0.0,4.35059384236378,0.8730200077608784
SA,36,0.018008699999993993,1.3888888888888888,0.0,4.350626221463992,0.8730276200921091
SA,37,0.01849419999999391,1.3888888888888888,0.0,4.6682190500982275,0.9410219227543793
SA,38,0.018996599999994146,1.3888888888888888,0.0,4.740861757501161,0.9553501767797716
SA,39,0.01948289999999453,1.3888888888888888,0.0,4.740861757501161,0.9553501767797716
SA,40,0.019960299999993936,1.3888888888888888,0.0,4.7495878954149635,0.956754126862263
SA,41,0.020441199999993387,1.3888888888888888,0.0,4.750335400973903,0.956754126862263
SA,42,0.020919899999993774,1.3888888888888888,0.0,4.739601905802514,0.953721874122622
SA,43,0.02140279999999528,1.3888888888888888,0.0,4.690265769066303,0.9435924240724254
SA,44,0.02188559999999562,1.3888888888888888,0.0,4.690265769066303,0.9435924240724254
SA,45,0.022359899999996102,0.6944444444444444,0.0,5.1151790846209275,1.0420567691558096
SA,46,0.02283679999999677,0.6944444444444444,0.0,5.1151790846209275,1.0420567691558096
SA,47,0.023313299999996318,0.6944444444444444,0.0,5.1151790846209275,1.0420567691558096
SA,48,0.023794499999995722,1.3888888888888888,0.0,4.174806604748451,0.8712048885212152
SA,49,0.02427519999999639,1.3888888888888888,0.0,4.212184665712137,0.8871251996932773
SA,50,0.024757799999996166,1.3888888888888888,0.0,4.189624445841095,0.8822947634049523
SA,51,0.025259099999995982,1.3888888888888888,0.0,4.196968445115471,0.8825555379861627
SA,52,0.02574379999999543,0.6944444444444444,0.0,4.509603124520405,0.9540031576319767
SA,53,0.026323399999995445,0.6944444444444444,0.0,4.557341916620943,0.9648391272064791
SA,54,0.02689709999999579,0.6944444444444444,0.0,4.462610942911086,0.9330354449257213
SA,55,0.027465999999995105,0.6944444444444444,0.0,4.702578132704135,0.98379582636609
SA,56,0.028045399999996334,0.6944444444444444,0.0,4.855222005072153,1.0076212250924361
SA,57,0.028638699999996575,0.6944444444444444,0.0,4.855222005072153,1.0076212250924361
SA,58,0.029221899999996026,0.6944444444444444,0.0,4.776491695261024,0.9914997912620215
SA,59,0.029794099999996604,0.6944444444444444,0.0,4.776491695261024,0.9914997912620215
SA,60,0.030364599999996855,0.6944444444444444,0.0,4.776491695261024,0.9914997912620215
SA,61,0.03093779999999846,0.6944444444444444,0.0,4.793280718933325,0.9963273889697382
SA,62,0.031513599999998476,0.6944444444444444,0.0,4.828619477521189,1.0066889375693577
SA,63,0.032088599999998024,0.6944444444444444,0.0,4.60267908925019,0.9634207073519684
SA,64,0.03266939999999785,0.6944444444444444,0.0,4.536625696710603,0.9465052239370217
